"items","intext","inname","inconstraint","outtext","outname","outconstraint","goldtext","goldname","goldconstraint","changed","correct","entity_name matched"
"253","the mandibles very stout, their inner margins smooth and black, with a single notch at their apex, striated at their base and apex, and punctured in the midddle.","apex",,"the mandibles very stout, their inner margins smooth and black, with a single notch at their apex, striated at their base and apex, and punctured in the midddle.","apex","mandible","the mandibles very stout, their inner margins smooth and black, with a single notch at their apex, striated at their base and apex, and punctured in the midddle.","apex","mandible","Y","Y",""
"254","the anterior part of the clypeus truncate, the sides of the face produced beyond its anterior margin;","part","anterior","the anterior part of the clypeus truncate, the sides of the face produced beyond its anterior margin;","part","clypeus anterior","the anterior part of the clypeus truncate, the sides of the face produced beyond its anterior margin;","part","clypeus anterior","Y","Y",""
"255","the anterior part of the clypeus truncate, the sides of the face produced beyond its anterior margin;","side",,"the anterior part of the clypeus truncate, the sides of the face produced beyond its anterior margin;","side","face","the anterior part of the clypeus truncate, the sides of the face produced beyond its anterior margin;","side","face","Y","Y",""
"256","the anterior part of the clypeus truncate, the sides of the face produced beyond its anterior margin;","face",,"the anterior part of the clypeus truncate, the sides of the face produced beyond its anterior margin;","face","mandible","the anterior part of the clypeus truncate, the sides of the face produced beyond its anterior margin;","face",,"Y","N",""
"257","the anterior part of the clypeus truncate, the sides of the face produced beyond its anterior margin;","margin","anterior","the anterior part of the clypeus truncate, the sides of the face produced beyond its anterior margin;","margin","clypeus anterior","the anterior part of the clypeus truncate, the sides of the face produced beyond its anterior margin;","margin","clypeus anterior","Y","Y",""
"258","the antennae, cheeks, lower part of the face, and the legs, ferruginous;","part","lower","the antennae, cheeks, lower part of the face, and the legs, ferruginous;","part","face lower","the antennae, cheeks, lower part of the face, and the legs, ferruginous;","part","face lower","Y","Y",""
"259","the antennae, cheeks, lower part of the face, and the legs, ferruginous;","face",,"the antennae, cheeks, lower part of the face, and the legs, ferruginous;","face","mandible","the antennae, cheeks, lower part of the face, and the legs, ferruginous;","face",,"Y","N",""
"260","the divisions of the parts of the thorax strongly marked, the disk slightly convex, with the lateral margins acute.","part",,"the divisions of the parts of the thorax strongly marked, the disk slightly convex, with the lateral margins acute.","part","thorax","the divisions of the parts of the thorax strongly marked, the disk slightly convex, with the lateral margins acute.","part","thorax","Y","Y",""
"261","the divisions of the parts of the thorax strongly marked, the disk slightly convex, with the lateral margins acute.","margin","lateral","the divisions of the parts of the thorax strongly marked, the disk slightly convex, with the lateral margins acute.","margin","thorax lateral","the divisions of the parts of the thorax strongly marked, the disk slightly convex, with the lateral margins acute.","margin","thorax lateral","Y","Y",""
"262","Spores 6-8 (-8.5) x 4,5-6.5 (-7) µm, av. 6.5 x 5.8 µm, Q= (1.08-) 1.13-1.40 (-1.45), av. 1.25, broadly ellipsoid to subglobose, brown, thick-walled, without a germ pore, monoguttulate or biguttulate, rarely multiguttulate.","pore","germ","Spores 6-8 (-8.5) x 4,5-6.5 (-7) µm, av. 6.5 x 5.8 µm, Q= (1.08-) 1.13-1.40 (-1.45), av. 1.25, broadly ellipsoid to subglobose, brown, thick-walled, without a germ pore, monoguttulate or biguttulate, rarely multiguttulate.","pore","spore germ","Spores 6-8 (-8.5) x 4,5-6.5 (-7) µm, av. 6.5 x 5.8 µm, Q= (1.08-) 1.13-1.40 (-1.45), av. 1.25, broadly ellipsoid to subglobose, brown, thick-walled, without a germ pore, monoguttulate or biguttulate, rarely multiguttulate.","pore","spore germ","Y","Y",""
"263","the posterior portion compressed, the metathorax rounded behind;","portion","posterior","the posterior portion compressed, the metathorax rounded behind;","portion","thorax posterior","the posterior portion compressed, the metathorax rounded behind;","portion","thorax posterior","Y","Y",""
"264","Thorax elongate, compressed at the sides and flattened above;","side",,"Thorax elongate, compressed at the sides and flattened above;","side","thorax","Thorax elongate, compressed at the sides and flattened above;","side","thorax","Y","Y",""
"265","the anterior portion longitudinally aciculate, the mesothorax and metathorax delicately rugulose;","portion","anterior","the anterior portion longitudinally aciculate, the mesothorax and metathorax delicately rugulose;","portion","thorax anterior","the anterior portion longitudinally aciculate, the mesothorax and metathorax delicately rugulose;","portion","thorax anterior","Y","Y",""
"266","Thorax compressed, slightly convex above, the lateral margins acute, distinctly divided into three portions by two transverse sutures, the anterior one curved;","margin","lateral","Thorax compressed, slightly convex above, the lateral margins acute, distinctly divided into three portions by two transverse sutures, the anterior one curved;","margin","thorax lateral","Thorax compressed, slightly convex above, the lateral margins acute, distinctly divided into three portions by two transverse sutures, the anterior one curved;","margin","thorax lateral","Y","Y",""
"267","Thorax compressed, slightly convex above, the lateral margins acute, distinctly divided into three portions by two transverse sutures, the anterior one curved;","portion",,"Thorax compressed, slightly convex above, the lateral margins acute, distinctly divided into three portions by two transverse sutures, the anterior one curved;","portion","thorax","Thorax compressed, slightly convex above, the lateral margins acute, distinctly divided into three portions by two transverse sutures, the anterior one curved;","portion","thorax","Y","Y",""
"268","the elevation between the sulcations longitudinally striated, the hinder portion of the head smooth and shining, the central longitudinal impression not very profound.","portion",,"the elevation between the sulcations longitudinally striated, the hinder portion of the head smooth and shining, the central longitudinal impression not very profound.","portion","head","the elevation between the sulcations longitudinally striated, the hinder portion of the head smooth and shining, the central longitudinal impression not very profound.","portion","head hinder","Y","N",""
"269","Pileus 4-12 (-15) cm in diameter, at first globose, then plano-convex, later truncate and finally applanate with a shallow depression in the middle, surface smooth, white towards the margin, with ochre colours more or less tinged yellowish, or at times even orangish, irregularly distributed over the pileus.","surface",,"Pileus 4-12 (-15) cm in diameter, at first globose, then plano-convex, later truncate and finally applanate with a shallow depression in the middle, surface smooth, white towards the margin, with ochre colours more or less tinged yellowish, or at times even orangish, irregularly distributed over the pileus.","surface","pileus","Pileus 4-12 (-15) cm in diameter, at first globose, then plano-convex, later truncate and finally applanate with a shallow depression in the middle, surface smooth, white towards the margin, with ochre colours more or less tinged yellowish, or at times even orangish, irregularly distributed over the pileus.","surface","pileus","Y","Y",""
"270","Pileus 4-12 (-15) cm in diameter, at first globose, then plano-convex, later truncate and finally applanate with a shallow depression in the middle, surface smooth, white towards the margin, with ochre colours more or less tinged yellowish, or at times even orangish, irregularly distributed over the pileus.","margin",,"Pileus 4-12 (-15) cm in diameter, at first globose, then plano-convex, later truncate and finally applanate with a shallow depression in the middle, surface smooth, white towards the margin, with ochre colours more or less tinged yellowish, or at times even orangish, irregularly distributed over the pileus.","margin","pileus","Pileus 4-12 (-15) cm in diameter, at first globose, then plano-convex, later truncate and finally applanate with a shallow depression in the middle, surface smooth, white towards the margin, with ochre colours more or less tinged yellowish, or at times even orangish, irregularly distributed over the pileus.","margin","pileus","Y","Y",""
