"items","intext","outtext","goldtext","inname","inconstraint","outname","outconstraint","goldname","goldconstraint","changed","correct","entity_name matched"
"238","Rectrices uniformly blackish brown, or outer rectrices edged with narrow white margin.","Rectrices uniformly blackish brown, or outer rectrices edged with narrow white margin.","Rectrices uniformly blackish brown, or outer rectrices edged with narrow white margin.","margin",,"margin","rectrix","margin","outer rectrix","Y","N",""
"239","narrowed to 2.5 mm at base, margin straight;","narrowed to 2.5 mm at base, margin straight;","narrowed to 2.5 mm at base, margin straight;","base",,"base","median leaflet","base","median leaflet","Y","Y",""
"240","narrowed to 2.5 mm at base, margin straight;","narrowed to 2.5 mm at base, margin straight;","narrowed to 2.5 mm at base, margin straight;","margin",,"margin","median leaflet","margin","median leaflet","Y","Y",""
"241","upper margin entire (no teeth) to lightly toothed (1-3 teeth);","upper margin entire (no teeth) to lightly toothed (1-3 teeth);","upper margin entire (no teeth) to lightly toothed (1-3 teeth);","margin","upper","margin","leaflet upper","margin","leaflet upper","Y","Y",""
"242","Upper annulus membranous, broadly flaring, with fringed margin, striate towards the margin on the upper surface, smooth on the underside.","Upper annulus membranous, broadly flaring, with fringed margin, striate towards the margin on the upper surface, smooth on the underside.","Upper annulus membranous, broadly flaring, with fringed margin, striate towards the margin on the upper surface, smooth on the underside.","margin",,"margin","upper annulus","margin","upper annulus","Y","Y",""
"243","Upper annulus membranous, broadly flaring, with fringed margin, striate towards the margin on the upper surface, smooth on the underside.","Upper annulus membranous, broadly flaring, with fringed margin, striate towards the margin on the upper surface, smooth on the underside.","Upper annulus membranous, broadly flaring, with fringed margin, striate towards the margin on the upper surface, smooth on the underside.","margin",,"margin","upper annulus","margin","upper annulus upper surface","Y","N",""
"244","Upper annulus membranous, broadly flaring, with fringed margin, striate towards the margin on the upper surface, smooth on the underside.","Upper annulus membranous, broadly flaring, with fringed margin, striate towards the margin on the upper surface, smooth on the underside.","Upper annulus membranous, broadly flaring, with fringed margin, striate towards the margin on the upper surface, smooth on the underside.","surface","upper","surface","upper annulus upper","surface","upper annulus upper","Y","Y",""
"245","the scale of the peduncle subovate with a slight notch above.","the scale of the peduncle subovate with a slight notch above.","the scale of the peduncle subovate with a slight notch above.","notch",,"notch","scale","notch","scale","Y","Y",""
"246","scale of the peduncle ovate, with a deep notch above.","scale of the peduncle ovate, with a deep notch above.","scale of the peduncle ovate, with a deep notch above.","notch",,"notch","scale","notch","scale","Y","Y",""
"247","Medium-length tail (range 105-130 mm), slightly notched when closed, wedge-shaped with central notch when spread.","Medium-length tail (range 105-130 mm), slightly notched when closed, wedge-shaped with central notch when spread.","Medium-length tail (range 105-130 mm), slightly notched when closed, wedge-shaped with central notch when spread.","notch","central","notch","tail central","notch","tail central","Y","Y",""
"248","the scale of the peduncle subquadrate, its upper margin notched in the middle;","the scale of the peduncle subquadrate, its upper margin notched in the middle;","the scale of the peduncle subquadrate, its upper margin notched in the middle;","margin","upper","margin","scale upper","margin","scale upper","Y","Y",""
"249","on each side of the notch it rounded, and the lateral angles produced into short spines.","on each side of the notch it rounded, and the lateral angles produced into short spines.","on each side of the notch it rounded, and the lateral angles produced into short spines.","notch",,"notch","scale","notch","scale margin","Y","N",""
"250","the clypeus with a central longitudinal carina, its anterior margin with a broad shallow notch;","the clypeus with a central longitudinal carina, its anterior margin with a broad shallow notch;","the clypeus with a central longitudinal carina, its anterior margin with a broad shallow notch;","margin","anterior","margin","clypeus anterior","margin","clypeus anterior","Y","Y",""
"251","the clypeus with a central longitudinal carina, its anterior margin with a broad shallow notch;","the clypeus with a central longitudinal carina, its anterior margin with a broad shallow notch;","the clypeus with a central longitudinal carina, its anterior margin with a broad shallow notch;","notch",,"notch","clypeus","notch","clypeus anterior margin","Y","N",""
"252","the mandibles very stout, their inner margins smooth and black, with a single notch at their apex, striated at their base and apex, and punctured in the midddle.","the mandibles very stout, their inner margins smooth and black, with a single notch at their apex, striated at their base and apex, and punctured in the midddle.","the mandibles very stout, their inner margins smooth and black, with a single notch at their apex, striated at their base and apex, and punctured in the midddle.","margin","inner","margin","mandible inner","margin","mandible inner","Y","Y",""
"253","the mandibles very stout, their inner margins smooth and black, with a single notch at their apex, striated at their base and apex, and punctured in the midddle.","the mandibles very stout, their inner margins smooth and black, with a single notch at their apex, striated at their base and apex, and punctured in the midddle.","the mandibles very stout, their inner margins smooth and black, with a single notch at their apex, striated at their base and apex, and punctured in the midddle.","notch",,"notch","mandible","notch","mandible","Y","Y",""
"254","the mandibles very stout, their inner margins smooth and black, with a single notch at their apex, striated at their base and apex, and punctured in the midddle.","the mandibles very stout, their inner margins smooth and black, with a single notch at their apex, striated at their base and apex, and punctured in the midddle.","the mandibles very stout, their inner margins smooth and black, with a single notch at their apex, striated at their base and apex, and punctured in the midddle.","apex",,"apex","mandible","apex","mandible","Y","Y",""
"255","the mandibles very stout, their inner margins smooth and black, with a single notch at their apex, striated at their base and apex, and punctured in the midddle.","the mandibles very stout, their inner margins smooth and black, with a single notch at their apex, striated at their base and apex, and punctured in the midddle.","the mandibles very stout, their inner margins smooth and black, with a single notch at their apex, striated at their base and apex, and punctured in the midddle.","base",,"base","mandible","base","mandible","Y","Y",""
"256","the mandibles very stout, their inner margins smooth and black, with a single notch at their apex, striated at their base and apex, and punctured in the midddle.","the mandibles very stout, their inner margins smooth and black, with a single notch at their apex, striated at their base and apex, and punctured in the midddle.","the mandibles very stout, their inner margins smooth and black, with a single notch at their apex, striated at their base and apex, and punctured in the midddle.","apex",,"apex","mandible","apex","mandible","Y","Y",""
"257","the divisions of the parts of the thorax strongly marked, the disk slightly convex, with the lateral margins acute.","the divisions of the parts of the thorax strongly marked, the disk slightly convex, with the lateral margins acute.","the divisions of the parts of the thorax strongly marked, the disk slightly convex, with the lateral margins acute.","part",,"part","thorax","part","thorax","Y","Y",""
"258","the divisions of the parts of the thorax strongly marked, the disk slightly convex, with the lateral margins acute.","the divisions of the parts of the thorax strongly marked, the disk slightly convex, with the lateral margins acute.","the divisions of the parts of the thorax strongly marked, the disk slightly convex, with the lateral margins acute.","margin","lateral","margin","thorax lateral","margin","thorax lateral","Y","Y",""
"259","Spores 6-8 (-8.5) x 4,5-6.5 (-7) µm, av. 6.5 x 5.8 µm, Q= (1.08-) 1.13-1.40 (-1.45), av. 1.25, broadly ellipsoid to subglobose, brown, thick-walled, without a germ pore, monoguttulate or biguttulate, rarely multiguttulate.","Spores 6-8 (-8.5) x 4,5-6.5 (-7) µm, av. 6.5 x 5.8 µm, Q= (1.08-) 1.13-1.40 (-1.45), av. 1.25, broadly ellipsoid to subglobose, brown, thick-walled, without a germ pore, monoguttulate or biguttulate, rarely multiguttulate.","Spores 6-8 (-8.5) x 4,5-6.5 (-7) µm, av. 6.5 x 5.8 µm, Q= (1.08-) 1.13-1.40 (-1.45), av. 1.25, broadly ellipsoid to subglobose, brown, thick-walled, without a germ pore, monoguttulate or biguttulate, rarely multiguttulate.","pore","germ","pore","spore germ","pore","spore germ","Y","Y",""
